Ring,Terr_ID,Year,Sex,Morph,Rank,Brood_Size,Hatch,Lprev,Lbinom,Ekto,Dead,DateDeath,CauseDeath,cond
3419147,90,2019,Male,3,1,3,122,0,0,0,NA,NA,NA,0.0736903008670466
3419148,90,2019,Female,2,3,3,125,2,1,1,NA,NA,NA,0.41113329493836764
3419149,252,2019,Male,3,1,3,120,1,1,0,NA,NA,NA,-0.09907496034397822
3419150,252,2019,Female,3,2,3,124,0,0,1,NA,NA,NA,-0.09659900104653096
3419151,252,2019,Male,3,3,3,128,3,1,2,NA,NA,NA,2.1280043349546296
3419152,198,2019,Female,3,1,2,119,4,1,0,NA,NA,NA,-0.004493107089452128
3419153,198,2019,Male,3,2,2,123,3,1,1,NA,NA,NA,-0.27780424939271214
3419154,126,2019,Female,4,2,2,126,0,0,2,NA,NA,NA,1.366307737960484
3419155,126,2019,Male,3,1,2,121,0,0,0,NA,NA,NA,0.5798532964280251
3419156,195,2019,Female,4,1,2,121,1,1,0,NA,NA,NA,0.33012338507181305
3419157,195,2019,Male,3,2,2,124,3,1,0,NA,NA,NA,-0.2208285448376293
3418937,114,2019,Female,4,1,3,131,1,1,2,NA,NA,NA,0.5890355739724827
3418938,114,2019,Male,4,2,3,132,2,1,2,NA,NA,NA,1.162604642275113
3418939,114,2019,Female,4,3,3,134,0,0,2,NA,NA,NA,1.7951949093352366
3419158,331,2019,Female,4,2,3,121,3,1,0,NA,NA,NA,0.018558327502412642
3419159,331,2019,Female,4,1,3,121,2,1,0,NA,NA,NA,-0.25378340744562955
3419160,331,2019,Male,4,3,3,125,3,1,0,NA,NA,NA,0.0036282286214712836
3419161,430,2019,Male,3,1,1,118,0,0,0,NA,NA,NA,0.5822747975024389
3419164,170,2019,Male,3,2,3,126,0,0,0,NA,NA,NA,0.6109487063472048
3419165,170,2019,Female,3,1,3,125,0,0,0,NA,NA,NA,0.008251078701092573
3419166,170,2019,Male,4,3,3,130,3,1,0,NA,NA,NA,-0.8373742597319541
3419167,78,2019,Female,2,3,3,135,2,1,2,NA,NA,NA,-0.37875913148796925
3419168,78,2019,Male,2,2,3,133,3,1,2,NA,NA,NA,0.3737071230092706
3419169,78,2019,Female,2,1,3,132,2,1,2,NA,NA,NA,-0.11120842101854814
3419170,33,2019,Female,3,1,1,126,2,1,0,NA,NA,NA,0.0984416301904353
3419111,385,2019,Male,4,2,2,121,0,0,0,NA,NA,NA,0.8425861425929373
3419112,385,2019,Female,3,1,2,117,0,0,1,NA,NA,NA,-0.6500359375415391
3419110,390,2019,Female,4,2,2,129,1,1,2,NA,NA,NA,0.3961769774025264
3419114,390,2019,Female,4,1,2,126,0,0,0,NA,NA,NA,0.6671842793474593
3418970,50,2019,Male,3,2,3,127,0,0,2,NA,NA,NA,-0.1538836812516178
3418969,50,2019,Male,3,1,3,126,0,0,1,NA,NA,NA,-0.6892049980784541
3419113,45,2019,Female,3,1,2,114,1,1,0,NA,NA,NA,1.7008338789512163
3419115,45,2019,Male,3,2,2,118,0,0,0,NA,NA,NA,0.2952012574722017
3419119,148,2019,Female,4,1,1,127,3,1,0,NA,NA,NA,0.44648657822911814
3419120,184,2019,Male,3,1,2,123,0,0,0,NA,NA,NA,-0.3051802233620955
3419171,184,2019,Female,3,2,2,124,2,1,0,NA,NA,NA,0.2566571584768625
3419172,123,2019,Female,3,1,2,125,4,1,0,NA,NA,NA,2.0665517329515146
3419174,262,2019,Male,4,2,3,130,0,0,0,NA,NA,NA,0.6660385120911947
3419175,262,2019,Female,4,1,3,129,0,0,0,NA,NA,NA,-0.64435932046758
3419176,262,2019,Female,3,3,3,134,1,1,2,NA,NA,NA,0.7805184003453255
3419177,345,2019,Male,3,1,1,129,0,0,0,NA,NA,NA,-0.7179030228829175
3419179,413,2019,Female,4,1,3,128,2,1,2,NA,NA,NA,-1.0240258112520466
3419180,413,2019,Male,4,3,3,131,2,1,2,NA,NA,NA,-0.5063879625176071
3419181,218,2019,Female,3,1,2,126,3,1,0,NA,NA,NA,0.43728382587750875
3419182,218,2019,Female,3,2,2,129,3,1,1,NA,NA,NA,0.3576712807783062
3419051,303,2019,Male,4,1,3,128,3,1,0,NA,NA,NA,1.8435453557752677
3419052,303,2019,Male,3,2,3,130,2,1,0,NA,NA,NA,0.7174482317414875
3419053,303,2019,Female,4,3,3,134,4,1,0,NA,NA,NA,0.13568404381505883
3419081,146,2019,Female,3,2,3,131,1,1,0,NA,NA,NA,2.0111718906107456
3419082,146,2019,Female,4,1,3,126,0,0,0,NA,NA,NA,2.2355822985064138
3419083,146,2019,Female,4,3,3,132,0,0,2,Yes,2019-07-01T00:00:00Z,Dead as chick,-0.6844239534899335
3419068,193,2019,Female,3,2,4,128,0,0,1,NA,NA,NA,0.776719487271988
3419069,193,2019,Female,4,1,4,127,2,1,1,NA,NA,NA,0.9200523138726967
3419070,193,2019,Male,3,3,4,129,0,0,3,NA,NA,NA,0.2451306649625072
3419071,193,2019,Male,3,4,4,132,2,1,4,NA,NA,NA,0.8500277443495963
3419064,268,2019,Female,3,2,2,131,0,0,1,NA,NA,NA,1.6346439252850844
3419063,268,2019,Female,3,1,2,125,0,0,1,NA,NA,NA,-0.4617535658023894
3419191,338,2019,Male,4,1,3,127,2,1,0,NA,NA,NA,0.2111680608052361
3419192,338,2019,Female,4,3,3,129,4,1,3,NA,NA,NA,0.9167682862701942
3419193,373,2019,Male,3,3,3,124,2,1,0,NA,NA,NA,0.9826645676978627
3419194,373,2019,Male,3,1,3,127,1,1,0,NA,NA,NA,0.686117982487875
3419195,373,2019,Female,3,2,3,123,0,0,3,NA,NA,NA,0.766996510233668
3419196,221,2019,Female,4,1,2,117,2,1,0,NA,NA,NA,-0.28827150631605214
3419198,221,2019,Female,4,2,2,121,2,1,0,NA,NA,NA,0.6720186020188402
3419199,228,2019,Male,2,2,2,119,2,1,0,Yes,2020-09-08T00:00:00Z,Car collision,0.6338767060176094
3419200,205,2019,Male,4,1,2,122,1,1,0,NA,NA,NA,0.8465665463581425
3419201,205,2019,Female,4,2,2,126,2,1,0,NA,NA,NA,-0.5858329454367077
3419202,285,2019,Male,3,1,4,129,1,1,3,NA,NA,NA,-0.1290098020856294
3419203,285,2019,Female,3,2,4,131,0,0,4,NA,NA,NA,0.2934174427523545
3419204,285,2019,Female,3,4,4,137,3,1,2,NA,NA,NA,-0.7000798057028489
3419205,285,2019,Female,3,3,4,134,4,1,2,NA,NA,NA,1.2524553204789912
3419206,371,2019,Female,3,2,3,128,2,1,4,NA,NA,NA,0.06056373522254371
3419207,371,2019,Male,2,3,3,124,3,1,0,Yes,2020-03-16T00:00:00Z,Car collision,0.5764104648646885
3419208,371,2019,Male,2,1,3,124,3,1,1,NA,NA,NA,0.7584553089973813
3419031,266,2019,Female,3,1,3,121,0,0,0,NA,NA,NA,-0.8205722326764795
3419034,266,2019,Female,3,2,3,121,1,1,2,NA,NA,NA,-0.2145663055867614
3419035,266,2019,Male,3,3,3,126,1,1,2,NA,NA,NA,-0.09510702486478621
3418931,425,2019,Male,2,1,4,126,0,0,1,NA,NA,NA,-0.27646936937494104
3419039,425,2019,Female,2,2,4,127,2,1,1,Yes,2020-08-07T00:00:00Z,Car collision,0.13103569694195527
3419040,425,2019,Female,2,3,4,124,0,0,2,NA,NA,NA,-0.2833694822528783
3419054,24,2019,Male,2,1,3,121,3,1,0,NA,NA,NA,0.13604443426890958
3419055,24,2019,Male,2,2,3,123,4,1,0,NA,NA,NA,-0.5672570325728201
3419056,24,2019,Male,3,3,3,130,4,1,0,NA,NA,NA,-2.061219558613501
3419234,269,2019,Female,4,1,1,134,2,1,2,NA,NA,NA,1.3175700268296235
3419116,400,2019,Female,4,2,3,131,3,1,0,NA,NA,NA,0.3766367138735374
3419117,400,2019,Male,3,1,3,130,3,1,0,NA,NA,NA,0.047121197105883986
3419118,400,2019,Male,3,3,3,135,3,1,2,NA,NA,NA,-0.47233978590383846
3419187,130,2019,Female,3,2,4,132,2,1,1,NA,NA,NA,0.5917088030625325
3419189,130,2019,Male,4,3,4,134,3,1,0,NA,NA,NA,1.7735209562761647
3419190,130,2019,Male,3,4,4,138,3,1,1,Yes,2020-03-24T00:00:00Z,Dead as chick,0.08600052384707021
3419238,241,2019,Female,4,4,4,126,2,1,0,NA,NA,NA,-0.5606668816072469
3419239,241,2019,Male,4,1,4,129,0,0,0,NA,NA,NA,0.4302471731821161
3419240,241,2019,Male,4,2,4,132,3,1,1,NA,NA,NA,0.46508817112803846
3419241,241,2019,Male,4,3,4,126,0,0,0,NA,NA,NA,-0.008688989265142536
3419242,248,2019,Female,4,3,3,126,1,1,1,NA,NA,NA,1.0054694704865172
3419243,248,2019,Male,3,1,3,130,1,1,1,NA,NA,NA,0.22737269148324732
3419244,248,2019,Female,3,2,3,124,2,1,0,NA,NA,NA,-0.07819830781874286
3419245,110,2019,Female,2,2,2,128,0,0,1,NA,NA,NA,0.10428836078223379
3419246,110,2019,Male,2,1,2,126,1,1,1,NA,NA,NA,-0.5234277646752573
3419183,346,2019,Female,4,1,1,133,1,1,0,NA,NA,NA,0.1323557815329409
3419247,103,2019,Male,3,1,1,128,4,1,4,NA,NA,NA,-1.4554087300053755
3419248,91,2019,Female,4,1,1,127,3,1,0,NA,NA,NA,1.995621122036829
3419237,450,2019,Female,2,1,1,139,0,0,1,NA,NA,NA,1.5063565369586902
3419162,172,2019,Male,3,2,3,146,2,1,1,NA,NA,NA,-0.13713026474092324
3419163,172,2019,Male,3,1,3,145,3,1,2,Yes,2019-07-10T00:00:00Z,NA,-0.34373753585574013
3419272,172,2019,Male,4,3,3,150,2,1,2,NA,NA,NA,-0.1466585042894066
3419265,52,2019,Female,2,1,2,150,4,1,1,NA,NA,NA,-0.00519848546488513
3419266,52,2019,Female,3,2,2,151,3,1,2,NA,NA,NA,0.7226652788761891
